table_schema,table_name,column_name,data_type,column_comment,table_comment,source,training_status,risk_level,reason
public,rs_wastewater_standard,indicator_code,character varying,指标编码,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 indicator_code 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,type,character varying,排放口类型：PS 排水口、PQ 排气口,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 type 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,se_watershed,region_code,character varying,所属区域Code,流域产值信息：年统计值,existing_comment,candidate_with_conflict_warning,medium,字段名 region_code 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,se_watershed,total_population,double precision,总人口,流域产值信息：年统计值,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed,total_product_value,double precision,地区生产总值,流域产值信息：年统计值,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed,total_river_area,double precision,水面面积：k㎡,流域产值信息：年统计值,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed,total_watershed_area,double precision,流域面积：k㎡,流域产值信息：年统计值,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed,water_depth_avg,double precision,年平均水深：m,流域产值信息：年统计值,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed,runoff_value,double precision,径流量：亿m³,流域产值信息：年统计值,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed,statistic_year,bigint,统计年份,流域产值信息：年统计值,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed,update_by,bigint,创建人,流域产值信息：年统计值,existing_comment,candidate_with_conflict_warning,medium,字段名 update_by 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,se_watershed,update_time,timestamp without time zone,创建时间,流域产值信息：年统计值,existing_comment,candidate_with_conflict_warning,medium,字段名 update_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,se_watershed,del_flag,character,删除标记：0 未删除、1 已删除,流域产值信息：年统计值,existing_comment,candidate_with_conflict_warning,medium,字段名 del_flag 在库内其他表中存在不同注释（12种）。保留原始注释，训练时需带表上下文。
public,se_watershed,name,character varying,流域名称,流域产值信息：年统计值,existing_comment,candidate_with_conflict_warning,medium,字段名 name 在库内其他表中存在不同注释（14种）。保留原始注释，训练时需带表上下文。
public,se_watershed,mark,character varying,备注,流域产值信息：年统计值,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,id,bigint,主键id,流域河流管理档案表,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,se_watershed_river,serial_no,integer,序号,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,river_name,character varying,河流名称,流域河流管理档案表,existing_comment,candidate_with_conflict_warning,medium,字段名 river_name 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,se_watershed_river,river_alias,character varying,河流别称,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,river_level,integer,河流级别,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,parent_river_name,character varying,上一级河流名称,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,river_length,double precision,河流长度(km),流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,hubei_length,double precision,湖北长度(km),流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,yichang_length,double precision,宜昌长度(km),流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,watershed_area,double precision,流域面积(km2),流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,hubei_area,double precision,湖北面积(km2),流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,yichang_area,double precision,宜昌面积(km2),流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,flow_districts,character varying,流经市内行政区,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,source_province,character varying,源头省,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,source_county,character varying,源头县（市）,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,source_town,character varying,源头乡镇,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,source_village,character varying,源头村,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,mouth_province,character varying,河口省,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,mouth_county,character varying,河口县（市）,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,mouth_town,character varying,河口乡镇,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,mouth_village,character varying,河口村,流域河流管理档案表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,se_watershed_river,create_by,bigint,创建人,流域河流管理档案表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_by 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,se_watershed_river,create_time,timestamp without time zone,创建时间,流域河流管理档案表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,se_watershed_river,update_by,bigint,更新人,流域河流管理档案表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_by 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
